Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade
STU00679,19,Female,5.08,85.4,7.5,3.9,7,2.81,Yes,Hybrid,Average,Excellent,No,1,Low,5.5,B
STU00680,19,Female,5.93,100,7.2,5.1,5.8,2.22,No,Hybrid,Average,Good,Yes,2,High,5.9,A
STU00681,23,Male,3.65,69.4,9.3,2.7,5.9,2.32,No,Online,Poor,Average,Yes,1,Middle,3.9,B
STU00682,23,Female,2.95,81.3,7.4,5,3.3,2.77,No,Online,Poor,Good,No,2,Middle,5.2,B
STU00683,17,Male,6.99,75.5,6,6.2,2.7,3.25,Yes,Online,Good,Average,No,2,Middle,3,A
STU00684,23,Male,5.7,100,6.8,1,4.9,3.3,Yes,Offline,Average,Good,No,3,Middle,2.7,A
STU00685,21,Male,3.73,75.7,5.1,1.8,3.2,2.91,No,Offline,Average,Good,No,0,Middle,5.2,B
STU00686,24,Male,0.66,93.3,6.8,1,5.6,2.37,Yes,Offline,Average,Excellent,Yes,1,Low,6.5,C
STU00687,19,Male,4.9,86.9,7.5,6.5,5.5,3.26,Yes,Online,Average,Good,Yes,1,High,5.3,B
STU00688,22,Male,6.26,85.7,6.5,4.5,3.2,3.12,No,Offline,Good,Good,Yes,1,Low,3.5,A
STU00689,19,Male,7.24,91.4,8.6,3.2,4.3,2.87,Yes,Online,Good,Average,Yes,2,Middle,4.6,A
STU00690,19,Male,3.64,85.1,7.3,4,4.4,2.66,No,Online,Average,Excellent,No,3,Low,6.8,B
STU00691,21,Female,3.71,78,6.2,8.1,3,2.89,No,Offline,Average,Excellent,No,0,High,7.1,C
STU00692,23,Male,4.11,99.6,8,4.4,5,3.07,Yes,Offline,Average,Good,No,2,Middle,4.6,A
STU00693,22,Male,6.68,69.6,7.9,2.6,4.2,3,No,Offline,Poor,Average,No,3,High,4.2,A
STU00694,21,Female,2.65,62.8,6.9,4.2,4.8,2.98,Yes,Hybrid,Good,Good,No,4,Middle,3.9,B
STU00695,17,Female,4.77,73.4,7.5,10,2,2.61,No,Hybrid,Average,Average,No,1,Low,4.9,B
STU00696,24,Female,3.15,87.9,6,6.1,4.2,3.18,Yes,Offline,Average,Good,Yes,0,Middle,6.1,C
STU00697,20,Male,5.54,74.4,8.4,9.8,4.2,3.48,Yes,Offline,Poor,Average,No,0,Middle,5.7,C
STU00698,19,Female,1.89,82,5.2,4.7,5.1,3.08,No,Hybrid,Poor,Good,No,2,Middle,7.4,C
STU00699,20,Male,5.75,90.2,6.7,2.4,2.7,3.76,Yes,Online,Average,Good,Yes,1,Low,5.6,A
STU00700,24,Male,4.01,87.9,5.6,3.5,5.2,3.17,No,Offline,Poor,Average,Yes,1,High,4.5,B
STU00701,24,Male,4.55,85.2,7,2.6,3.3,1.84,Yes,Hybrid,Good,Good,No,0,Middle,1.5,B
STU00702,21,Female,6.05,92,5,7.2,4.7,3.03,No,Offline,Good,Excellent,No,3,Middle,6.6,A
STU00703,21,Male,7.29,81.6,7.3,2.9,1.4,2.81,Yes,Hybrid,Average,Average,Yes,3,High,2.9,A
STU00704,21,Male,1.61,91.8,7,5.2,4.4,3.07,No,Offline,Average,Good,No,2,Middle,5.4,B
STU00705,20,Male,7.01,83.3,5.5,3.8,2.6,3.52,No,Online,Average,Average,Yes,1,Low,4.9,A
STU00706,21,Female,6.12,96.2,7.4,6.2,2.2,3.45,Yes,Online,Average,Poor,No,3,Middle,6.1,A
STU00707,24,Female,4.41,92.1,5,4.3,3.2,2.95,No,Offline,Poor,Average,Yes,0,Middle,7.3,B
STU00708,17,Male,7.81,82.2,6.4,9.1,4.4,3.58,No,Offline,Poor,Good,Yes,2,Low,3.8,B
STU00709,21,Female,5.38,92.9,7.1,5,1.5,2.9,No,Online,Average,Good,No,2,Middle,5.6,A
STU00710,18,Female,7.59,90.6,6.6,9,4,3.17,No,Offline,Good,Excellent,No,2,High,4.3,A
STU00711,23,Female,3.81,89.9,7.7,2.9,4,2.97,No,Hybrid,Average,Good,No,2,Middle,8.3,A
STU00712,20,Male,3.27,85.1,5.4,7.8,1.9,2.69,Yes,Online,Poor,Poor,Yes,0,High,7.7,C
STU00713,18,Female,7.45,70.4,5.1,3.5,4.7,3.27,No,Offline,Average,Good,No,0,Low,3.2,A
STU00714,21,Male,9.33,76.8,8.7,5.6,5.6,3.05,No,Offline,Average,Average,Yes,2,Low,2.9,A
STU00715,24,Female,6.27,90.7,5.3,5.2,5,2.81,No,Online,Good,Good,Yes,2,High,1,A
STU00716,17,Male,6.78,94.4,9,5.3,8.6,3.28,Yes,Offline,Average,Average,No,1,Middle,4.8,A
STU00717,19,Male,4.05,66.7,7.7,6.5,5.3,2.4,No,Offline,Good,Average,No,0,High,6.4,B
STU00718,22,Male,2.35,72.8,8,4.6,2.7,3.05,Yes,Offline,Average,Good,Yes,3,Low,6.2,B
STU00719,23,Female,4.55,61.6,6.8,10,1.4,3.34,No,Offline,Average,Excellent,Yes,2,High,2.3,C
STU00720,22,Male,8,68.6,5.9,5.7,4.8,3.22,No,Hybrid,Average,Average,No,3,Middle,1.7,A
STU00721,21,Female,1.28,87.6,6.9,3.5,4.6,3.01,No,Online,Average,Excellent,No,0,Low,6.1,C
STU00722,23,Male,4.01,75.6,7.1,6.6,1.7,3.43,Yes,Hybrid,Average,Average,No,0,Middle,6.8,A
STU00723,23,Female,1.17,86.5,6.4,3.2,3.7,2.37,No,Offline,Good,Excellent,No,2,High,5.3,C
STU00724,17,Female,5.22,95.7,5.6,6,4.5,3.23,No,Online,Poor,Good,No,3,Low,5.2,A
STU00725,23,Female,6.75,64.6,7.7,1.9,4.4,3.09,Yes,Online,Poor,Average,No,2,High,2.5,A
STU00726,20,Female,2.51,82.9,6.2,5.2,3.3,3.28,Yes,Offline,Poor,Average,No,2,Middle,5.2,B
STU00727,18,Female,4.18,84.9,7.9,5.7,5.6,2.73,No,Offline,Average,Average,Yes,3,Middle,3.1,A
STU00728,18,Male,7.65,86.1,7.5,5.2,5,3.02,Yes,Online,Good,Average,No,2,Low,5.8,A
STU00729,18,Female,4.82,92,8.8,5.2,5.1,2.69,Yes,Online,Average,Average,Yes,2,Middle,3.1,A
STU00730,20,Male,2.52,93.2,8.1,5.6,4.2,3.19,No,Offline,Good,Good,No,2,Low,6.3,A
STU00731,22,Female,2.37,87.5,4.3,8.4,4.4,2.87,Yes,Offline,Average,Excellent,Yes,0,Middle,6.8,D
STU00732,17,Female,0.97,72.6,7.5,3.9,2.6,3.51,No,Hybrid,Poor,Poor,No,0,High,4.2,C
STU00733,23,Male,6.55,93.4,7.1,6.8,3.8,3.1,Yes,Offline,Poor,Good,No,2,Middle,2.6,A
STU00734,20,Male,3.51,100,9.9,7.2,3.1,2.74,Yes,Offline,Average,Good,No,1,Middle,3.8,B
STU00735,18,Male,7.1,71.3,6.8,5.4,2.4,2.89,Yes,Offline,Good,Excellent,No,3,Low,4.9,A
STU00736,21,Female,6.73,81,6.7,6.5,5.2,2.81,Yes,Hybrid,Average,Good,Yes,2,High,3.4,A
STU00737,19,Female,3.68,85.6,6.7,5.6,3.6,3.28,Yes,Hybrid,Average,Good,No,1,Middle,3.5,B
STU00738,23,Female,3.94,78.5,6.9,3.8,5.2,3.03,Yes,Offline,Average,Good,Yes,1,Middle,6.3,B
STU00739,20,Female,6.56,84.5,6.2,1.6,3.4,3.14,No,Offline,Average,Average,Yes,2,Middle,1,A
STU00740,24,Female,5.3,85.1,9.1,4.1,4.6,2.3,No,Online,Average,Poor,Yes,4,High,3.3,A
STU00741,20,Male,5.54,93.2,7.5,6.1,2,2.85,No,Online,Average,Good,Yes,4,High,1.7,A
STU00742,17,Male,1.71,78.8,7.7,5.9,5.6,3.1,No,Offline,Average,Poor,No,1,High,4.3,C
STU00743,17,Female,6.8,80.7,8.6,4.6,5.6,3.35,No,Hybrid,Average,Good,No,3,High,4.5,A
STU00744,20,Female,3.25,100,5.4,1,5.3,2.91,No,Hybrid,Good,Average,No,2,Middle,3.4,A
STU00745,18,Female,0.46,92.9,8.9,6.7,3.5,3.65,No,Online,Poor,Good,Yes,2,Low,4.1,B
STU00746,19,Male,3.77,77.7,6.7,6.2,6,3.24,No,Hybrid,Poor,Average,Yes,2,Middle,7.6,C
STU00747,23,Male,5.84,70.2,7.5,1.3,2.3,3.16,No,Hybrid,Average,Excellent,Yes,2,Low,3.9,A
STU00748,17,Male,9.19,81.6,6.4,6.7,7.3,3.18,No,Offline,Average,Excellent,Yes,3,Low,6.1,A
STU00749,23,Male,4.25,87.4,6.3,5.5,4.9,2.17,No,Hybrid,Average,Average,Yes,2,Low,6.7,C
STU00750,18,Male,2.34,79.7,6.5,8.3,3.2,2.89,Yes,Hybrid,Average,Average,Yes,1,Low,5,D
STU00751,23,Female,9.25,68.4,7.6,6,4.3,3.02,No,Offline,Good,Good,No,2,Middle,6.3,A
STU00752,21,Male,5.32,69.6,7.6,3,4,3.56,No,Offline,Poor,Poor,No,0,Middle,4.6,A
STU00753,17,Female,4.48,75.1,7.3,7.3,0.5,3.58,Yes,Online,Good,Average,No,2,Middle,6.6,A
STU00754,18,Male,2.85,81.8,8.4,1.2,3.2,3.06,No,Offline,Average,Average,Yes,0,High,3.2,A
STU00755,18,Female,2.99,84.3,6.6,6.7,3.3,2.3,Yes,Online,Average,Excellent,No,0,Middle,6.6,C
STU00756,19,Male,7.96,92.7,5.4,5,1.2,3.68,No,Online,Average,Excellent,No,2,High,4.1,A
STU00757,19,Male,4.46,74.4,5.9,2.8,6.3,2.94,No,Hybrid,Good,Good,Yes,1,Middle,4.6,B
STU00758,21,Male,3.92,73.1,6.6,8.1,2.7,3.71,No,Offline,Poor,Good,Yes,3,Middle,6.3,B
STU00759,18,Non-Binary,3.98,64.1,8.3,4.3,4.6,2.97,No,Offline,Poor,Excellent,Yes,3,Low,7,A
STU00760,22,Female,8.14,71.1,8,6.6,1.3,2.46,Yes,Hybrid,Average,Excellent,Yes,3,Middle,1,A
STU00761,18,Male,3.82,78.7,8.1,3.7,1.2,2.96,Yes,Hybrid,Poor,Excellent,No,2,High,6.3,B
STU00762,19,Male,6.26,78.1,7.7,5.1,6.3,2.93,No,Hybrid,Average,Average,Yes,3,Low,2.8,A
STU00763,22,Female,5.53,79,6.2,2.6,3.9,3.12,No,Offline,Good,Average,No,0,High,1,A
STU00764,17,Male,5.48,82.9,6.4,6.3,6,2.74,Yes,Online,Average,Good,Yes,1,Middle,5.5,B
STU00765,17,Male,3.25,77.1,4.6,3.9,5.1,2.96,No,Hybrid,Poor,Good,No,0,Low,6,B
STU00766,23,Female,6.32,66.6,7.2,4.7,5.8,3.24,Yes,Hybrid,Poor,Poor,Yes,2,Middle,5.4,B
STU00767,20,Female,8.22,82.8,6.1,6.2,2.3,3.21,No,Hybrid,Poor,Poor,No,0,Middle,4.9,A
STU00768,19,Male,4.9,84.3,7.3,5.2,4.7,2.86,Yes,Hybrid,Good,Excellent,Yes,2,Low,5.7,B
STU00769,20,Male,3.16,73,7.4,2.6,3.6,2.66,Yes,Hybrid,Average,Excellent,Yes,2,Middle,3.4,A
STU00770,22,Female,2.42,100,6.3,5.5,4.6,3.11,No,Offline,Good,Average,No,0,High,5.1,B
STU00771,19,Male,5.38,55.9,9.4,5.6,5.4,4,Yes,Hybrid,Good,Excellent,No,3,Middle,5.1,A
STU00772,21,Male,4.46,65.6,6.6,4.5,3,2.09,No,Hybrid,Good,Good,Yes,3,Middle,5.7,A
STU00773,18,Female,4.79,75,5.9,8.7,5.7,3.3,No,Online,Poor,Excellent,No,1,High,6,C
STU00774,21,Female,5.02,74.9,8.5,3.7,7.1,1.69,No,Offline,Poor,Good,No,2,Low,5.1,C
STU00775,22,Male,2.05,71.5,6.2,4.8,1,2.9,No,Offline,Average,Average,No,1,Middle,5.4,C
STU00776,19,Non-Binary,6.56,83,9.2,7.2,4.2,2.82,No,Offline,Average,Good,Yes,3,Middle,1.6,A
STU00777,24,Female,5.47,91.8,8,5.9,3.3,3.32,No,Offline,Average,Good,No,2,High,4.9,A
STU00778,22,Male,4.85,86.1,5.5,7.9,6.6,2.7,Yes,Online,Average,Good,Yes,1,Middle,3.2,C
STU00779,24,Non-Binary,5.46,82.8,6.8,6.5,4.5,2.86,No,Online,Good,Average,Yes,0,Middle,5.9,B
STU00780,18,Male,6.85,96.3,8.2,6,3.5,3.16,Yes,Online,Average,Excellent,Yes,1,High,4,A
STU00781,17,Male,5.11,65.6,7.8,4.6,4.6,3.18,No,Hybrid,Poor,Average,No,1,High,2.4,B
STU00782,17,Female,3.3,78.7,8.1,5.2,3.7,3.25,No,Offline,Average,Average,No,1,Low,2,A
STU00783,22,Male,7.33,81.4,7.8,4.3,5.4,3,Yes,Online,Average,Good,No,2,High,2.1,A
STU00784,20,Male,4.13,77.4,7.7,6.4,4.9,2.73,No,Offline,Good,Good,No,3,Middle,2.9,A
STU00785,19,Male,3.55,79.2,6.6,4.6,2.8,2.05,No,Online,Average,Good,No,0,Low,6.8,B
STU00786,19,Male,1.88,78.4,6.7,2.1,3.8,2.5,Yes,Hybrid,Poor,Good,No,0,Middle,6.1,C
STU00787,17,Female,5.02,74.1,7.4,5.4,3.3,3.3,No,Hybrid,Average,Good,No,3,Middle,4.5,A
STU00788,23,Female,2.9,68.7,7.9,1.7,5.8,3.47,Yes,Offline,Average,Good,No,3,Low,6,A
STU00789,21,Non-Binary,3.96,69.7,7.9,2.6,5.7,2.68,Yes,Online,Average,Good,Yes,2,Low,6.8,B
STU00790,23,Male,5.9,77.3,6.1,4.9,5.1,2.96,Yes,Offline,Average,Poor,No,1,Middle,4.3,A
STU00791,18,Male,5.07,84.5,6.4,4.1,4.1,2.86,No,Hybrid,Poor,Good,No,3,High,2.8,A
STU00792,21,Male,7.03,85.5,9.8,7.7,6.2,2.7,Yes,Offline,Average,Excellent,No,1,Low,4.9,A
STU00793,21,Male,5.61,87.8,7.8,4.9,1.2,2.53,No,Hybrid,Average,Poor,No,2,Middle,2.3,A
STU00794,22,Male,4.19,56.2,6.7,7.8,3.1,3.2,Yes,Hybrid,Average,Good,No,0,Middle,8.8,C
STU00795,17,Female,4.34,71.2,5.6,5.7,5.1,3.07,No,Online,Average,Excellent,No,0,Middle,6.8,C
STU00796,23,Female,3.99,68.6,7.2,4.5,1.8,2.55,No,Hybrid,Average,Average,No,1,High,4.7,B
STU00797,23,Non-Binary,6.29,80.1,7.5,7.6,0.5,3.34,Yes,Offline,Average,Good,Yes,2,Middle,4.8,A
STU00798,17,Male,5.04,80.3,6.7,6.3,4.4,1.75,No,Hybrid,Average,Excellent,Yes,0,Middle,6.1,C
STU00799,23,Female,4.18,76.1,5.7,4.8,4.6,2.94,Yes,Hybrid,Average,Average,No,2,High,4.7,B
STU00800,24,Male,6.69,90,8.7,5.9,5,3.23,No,Offline,Poor,Poor,Yes,2,Low,4.3,A
STU00801,17,Male,5.19,75.4,6.7,3.5,4.6,3.19,Yes,Online,Good,Excellent,No,2,Low,4,A
STU00802,22,Female,4.07,81.3,7.5,6.4,4.9,2.72,No,Offline,Good,Excellent,Yes,1,Middle,8.2,B
STU00803,20,Female,1.98,85.5,7.5,6.3,4.1,3.26,Yes,Online,Poor,Good,No,0,Middle,5.2,C
STU00804,21,Male,5.87,84.8,6.4,6.7,2.3,3.04,Yes,Offline,Average,Good,Yes,2,Low,5.5,B
STU00805,22,Male,5.48,76.9,7.9,5.6,3.1,3.32,Yes,Offline,Good,Excellent,No,2,Middle,2.2,A
STU00806,19,Male,5.1,93.8,6.2,3.2,1.5,2.77,Yes,Online,Average,Good,No,3,Middle,3.1,A
STU00807,18,Female,4.13,87.2,6.2,5.3,4.2,2.8,Yes,Offline,Poor,Average,No,2,High,2.6,B
STU00808,20,Male,3.33,89.7,9.2,5.3,3.3,3.49,No,Offline,Good,Poor,Yes,2,Low,4.1,A
STU00809,19,Non-Binary,4.55,82.5,7.2,5.9,4.4,3.42,Yes,Hybrid,Poor,Good,No,2,Middle,2.7,A
STU00810,21,Male,5.46,82.1,7.4,3.7,5.4,3.33,No,Online,Poor,Excellent,No,2,Middle,5.7,A
STU00811,23,Male,4.74,72.4,6.1,7.1,5.9,2.15,Yes,Online,Good,Excellent,Yes,1,Middle,6.3,C
STU00812,17,Female,4.71,60.9,7.9,5,4.3,2.26,Yes,Offline,Average,Excellent,Yes,3,Middle,5.5,B
STU00813,21,Female,4.06,68.8,7.6,8.6,3.4,3.88,Yes,Online,Average,Excellent,Yes,1,High,1.7,A
STU00814,22,Male,5.68,64.5,7.1,2.3,4.7,3.39,Yes,Online,Poor,Good,Yes,3,Low,4.9,A
STU00815,18,Female,5.47,79.7,7.9,4.9,4.3,3.34,No,Online,Good,Good,Yes,3,Middle,3,A
STU00816,22,Female,3.5,65.6,7.5,4.9,4.3,2.61,Yes,Online,Poor,Good,Yes,0,Low,3.6,C
STU00817,20,Female,6.52,74.9,5.7,6.4,4.1,3.13,No,Offline,Poor,Good,No,1,Middle,5.1,B
STU00818,20,Female,6.58,70.7,6.9,4.6,2.6,2.75,No,Hybrid,Average,Good,No,1,High,1.7,A
STU00819,18,Female,6.63,80,6.3,5,2,2.29,No,Offline,Average,Poor,No,3,High,1,A
STU00820,24,Female,4.74,78.1,5.8,4.6,3.6,3.22,Yes,Online,Average,Excellent,No,1,Middle,6.6,B
STU00821,19,Female,4.61,93.8,7.7,5.9,2.3,3.25,No,Hybrid,Average,Good,No,2,High,2.7,A
STU00822,19,Male,2.68,89.1,4.4,6.4,3.9,2.68,Yes,Online,Average,Average,No,0,Middle,3.2,C
STU00823,20,Male,6.51,95.5,7.5,1.1,4.2,3.02,No,Hybrid,Poor,Good,Yes,3,Low,2.5,A
STU00824,20,Male,0.73,81.1,6.7,4.5,2.5,3.6,No,Hybrid,Average,Good,Yes,1,High,4.1,B
STU00825,23,Male,4.22,62.3,8.6,2.8,4.5,2.7,Yes,Offline,Good,Average,No,2,Low,6,A
STU00826,17,Male,4.32,89.9,8,6.4,3,2.83,No,Online,Average,Excellent,No,2,Low,1.9,B
STU00827,23,Non-Binary,6.71,99.5,7.9,1.1,4.8,3.66,Yes,Offline,Good,Average,No,3,Middle,1.5,A
STU00828,23,Male,5,76.1,7.6,4.3,3.4,3.11,No,Hybrid,Average,Average,Yes,2,Middle,4.9,A
STU00829,24,Male,3.07,94.3,4.9,6.9,2.6,2.55,Yes,Online,Good,Good,No,3,Low,4.7,C
STU00830,19,Female,2.15,78.4,6.4,5.1,3.5,2.72,No,Offline,Average,Good,Yes,0,High,5.3,B
STU00831,24,Male,3.54,81.3,5.7,6.1,5.9,3.42,Yes,Online,Average,Excellent,Yes,0,Middle,4.5,B
STU00832,24,Male,5.21,78.9,7.1,7.4,4.7,2.86,No,Offline,Average,Excellent,No,0,Middle,8.1,B
STU00833,18,Male,5.11,74.1,7.4,2.6,2.9,3.04,No,Hybrid,Average,Excellent,No,0,Middle,2.1,A
STU00834,19,Male,4.6,75.5,6.6,7.4,3.8,3.39,Yes,Hybrid,Poor,Average,No,2,Middle,5.2,B
STU00835,17,Male,3.63,62.7,6.2,2.3,4.6,2.81,No,Hybrid,Poor,Poor,No,2,High,7.2,B
STU00836,22,Female,4.58,81.7,7.1,3.8,6.2,2.51,Yes,Hybrid,Average,Good,No,3,High,3.7,A
STU00837,20,Female,7,81.5,6.6,4.7,3.9,2.83,No,Online,Average,Average,No,1,High,2.8,A
STU00838,20,Male,2.8,87.2,6.4,3.4,3.5,2.81,Yes,Offline,Average,Excellent,Yes,2,Middle,5.6,B
STU00839,17,Male,5.07,79.6,9.7,4.5,5,3.26,No,Hybrid,Poor,Good,Yes,3,High,4.8,A
STU00840,24,Male,8.24,84.3,6.5,1.8,2.2,2.62,Yes,Online,Average,Excellent,No,2,Middle,3,A
STU00841,23,Female,6.11,100,6.2,3.6,5.1,3.48,Yes,Online,Good,Average,Yes,3,Low,6,A
STU00842,18,Male,4.09,90.1,7,5.3,2.4,2.68,No,Online,Average,Good,Yes,0,High,5.4,B
STU00843,24,Male,6.32,78.7,7,2.1,2.4,2.99,Yes,Online,Poor,Good,Yes,5,Low,4.4,A
STU00844,20,Female,3.5,82.7,8,4.6,2.9,3.21,Yes,Online,Average,Average,No,3,Low,7,B
STU00845,21,Male,5.01,80.3,9.3,5.3,2.6,2.14,No,Offline,Good,Good,No,2,High,4.6,A
STU00846,23,Male,8.11,93,5.6,5.3,4.7,2.94,No,Hybrid,Average,Good,No,1,High,3.6,A
STU00847,20,Male,8.79,75.1,9.1,9,5.2,2.65,No,Offline,Good,Good,No,2,Low,3.3,A
STU00848,21,Female,1.58,90.7,7.5,3.1,2.3,2.82,No,Online,Good,Average,Yes,2,High,8.6,B
STU00849,24,Female,6.4,84.2,6.4,4.7,4.1,2.6,Yes,Offline,Average,Poor,No,3,High,2.7,A
STU00850,17,Female,8.9,53.8,6,1,2.8,3.61,Yes,Online,Average,Good,No,1,High,4.2,A
STU00851,17,Female,3.91,84.8,8.7,5.3,3.2,3.08,Yes,Online,Average,Average,Yes,2,Middle,5.5,B
STU00852,23,Female,5.52,74.5,5.3,1.3,5.8,2.73,No,Offline,Average,Poor,No,1,Middle,4.2,A
STU00853,20,Non-Binary,8.01,71,6.1,2.1,2.4,2.87,Yes,Online,Good,Average,No,2,High,7.4,A
STU00854,19,Non-Binary,4.01,80,8.6,5.7,3.1,3.17,No,Offline,Poor,Average,No,1,Middle,4.6,B
STU00855,21,Male,5.9,83.2,4.4,5,3.1,2.76,No,Online,Poor,Average,Yes,4,Middle,4.3,B
STU00856,18,Female,4.88,100,6.1,2.6,3,2.72,No,Offline,Good,Average,No,1,Middle,6.1,A
STU00857,20,Male,1.15,80.8,8.5,4.3,2.4,3.55,Yes,Online,Poor,Good,No,2,Middle,5.3,C
STU00858,18,Male,5.69,71.4,7.2,6.9,4.1,4,No,Hybrid,Average,Good,No,1,High,4.7,A
STU00859,20,Female,4.63,78.9,6.6,1.1,1.6,2.95,Yes,Hybrid,Good,Good,Yes,1,Middle,4.5,A
STU00860,19,Male,6.86,84.8,7.9,5.4,4.4,2.39,No,Offline,Average,Excellent,No,1,Low,4.8,A
STU00861,19,Female,9.19,70.8,4.8,6.7,4.3,3.26,No,Offline,Good,Good,No,2,High,4.8,A
STU00862,23,Male,6.37,77.7,5.6,4.1,6,2.67,Yes,Offline,Poor,Good,Yes,0,Low,4.2,B
STU00863,23,Female,4.27,64,7.7,3.2,5.7,3.32,Yes,Offline,Good,Excellent,Yes,0,Middle,2,B
STU00864,19,Female,5.9,67.8,6.3,5.7,4.1,2.9,No,Online,Average,Good,No,2,Low,1.3,A
STU00865,22,Female,5.4,75.8,4.7,3,3.6,3.5,Yes,Hybrid,Poor,Good,Yes,2,Middle,1.8,B
STU00866,19,Male,7.05,87.4,9.7,6.8,6.7,2.69,Yes,Offline,Average,Good,No,2,High,3.3,A
STU00867,17,Male,2.12,71.1,6.9,5.9,3.7,2.24,No,Online,Good,Good,Yes,0,Middle,2.3,C
STU00868,17,Female,2.67,71.6,7.9,3.6,7,3.57,No,Online,Average,Good,Yes,4,Low,3.8,A
STU00869,22,Male,0.91,79.1,7.5,5.6,3.6,4,No,Offline,Poor,Average,No,1,High,5.3,B
STU00870,24,Non-Binary,6.21,70,7,2.8,3.2,1.95,Yes,Hybrid,Poor,Average,Yes,3,Middle,5.2,A
STU00871,21,Female,4.96,74.6,6.2,5.6,5.1,3.55,No,Online,Average,Average,No,2,Middle,4.8,A
STU00872,24,Male,3.72,70.9,6.9,6.4,5.3,4,Yes,Hybrid,Average,Average,No,0,Middle,5.9,B
STU00873,18,Male,3.55,97.2,4.6,3.5,4.1,3.05,No,Offline,Good,Average,No,2,High,5,B
STU00874,24,Male,3.86,75.4,5.9,5.5,2,2.8,No,Offline,Average,Good,No,1,Low,4.4,B
STU00875,20,Female,3.14,93.9,8.1,6.8,4.8,2.89,No,Online,Average,Good,No,1,Middle,5.2,C
STU00876,24,Male,4.36,81.3,6.7,3.8,3,2.52,Yes,Hybrid,Good,Good,Yes,2,Middle,2.6,A
STU00877,20,Male,4.01,97.7,6.4,5.9,4.5,2.96,No,Online,Average,Average,No,0,Low,5.3,B
STU00878,22,Male,7.78,70.3,7.1,3,3.7,2.98,No,Offline,Average,Excellent,Yes,1,High,1.2,A
STU00879,17,Female,5.65,81.8,7.5,3,2.2,3.27,No,Hybrid,Good,Good,Yes,3,Middle,5.2,A
STU00880,23,Male,3.36,56.1,8,1,2.3,3.17,Yes,Offline,Average,Average,No,0,High,3.9,B
STU00881,20,Male,3.83,93,6.8,6.7,4.6,3.28,Yes,Hybrid,Average,Excellent,No,1,Low,5.1,B
STU00882,17,Female,7.4,86.2,6.2,4.9,4.1,2.93,Yes,Online,Good,Good,Yes,2,High,4.1,A
STU00883,21,Female,5.9,76.4,5.7,4,6.4,3.9,Yes,Hybrid,Average,Good,Yes,1,High,5.9,A
STU00884,18,Female,5.59,100,6.4,3.8,5.1,2.48,No,Hybrid,Average,Average,No,2,Middle,1.4,A
STU00885,21,Male,6.44,100,5.2,5.2,5.3,3.11,No,Offline,Average,Good,Yes,2,Middle,3.5,A
STU00886,22,Male,8.17,95.2,7.2,3.6,4.2,3.2,No,Hybrid,Good,Excellent,No,2,High,4.9,A
STU00887,24,Female,2.57,96,6.4,6.6,0.7,3.52,Yes,Offline,Average,Good,No,1,High,7,B
STU00888,24,Male,3.51,80.6,7.6,6.2,3.8,3.18,No,Hybrid,Average,Good,Yes,1,Middle,5.6,C
STU00889,19,Female,1.52,72,6.7,4.3,4.1,3.2,No,Online,Average,Good,Yes,2,Middle,4.9,C
STU00890,19,Female,5.99,65.1,6.2,8.5,4.9,2.58,No,Offline,Poor,Excellent,No,1,High,8,B
STU00891,19,Male,4.24,90.6,6.1,7,5.2,3.66,No,Offline,Average,Average,No,3,Low,5.7,B
STU00892,21,Female,3.66,61.3,7.6,7.8,2.4,3.07,No,Offline,Good,Good,Yes,2,Middle,6.6,B
STU00893,20,Female,3.48,78.2,5.9,6.7,6.3,3.1,Yes,Hybrid,Good,Average,Yes,2,High,3.3,B
STU00894,18,Male,6.38,97.2,6.9,3.7,6.9,3.25,No,Hybrid,Average,Good,Yes,3,High,4.2,A
STU00895,19,Female,4.72,83.7,8.8,7.1,6.3,2.64,No,Offline,Average,Good,Yes,1,High,3.6,B
STU00896,22,Male,3.94,67.5,8.5,3.6,3.2,3.58,Yes,Hybrid,Good,Poor,No,3,Low,1.6,A
STU00897,22,Male,7.51,71.5,7.1,5.2,1.7,2.47,Yes,Offline,Average,Good,No,4,High,4.3,A
STU00898,19,Male,2.91,92.9,7.3,6.3,5.5,2.98,Yes,Offline,Good,Good,No,2,Middle,5.8,B
STU00899,24,Female,2.47,69.6,7.6,4.4,5.8,3.53,Yes,Online,Average,Average,No,2,Low,4,B
STU00900,19,Female,10.19,75.5,7.6,5.2,4.5,3.27,Yes,Hybrid,Good,Good,Yes,2,Middle,5.7,A
STU00901,18,Female,4.26,66.1,6.6,3.5,4.3,3.41,No,Hybrid,Average,Average,Yes,3,High,3.5,A
STU00902,19,Male,3.91,79.5,6.1,5.7,3.2,3.11,No,Offline,Poor,Good,No,1,Low,5.6,C
STU00903,18,Female,3.55,73.9,5.1,2.1,3.1,3.81,Yes,Online,Good,Average,No,2,High,4.1,A
STU00904,22,Male,4.73,90.3,8.5,6,4.4,1.93,Yes,Online,Poor,Good,No,1,High,5.3,C
STU00905,19,Female,6.57,70.2,8.4,6.3,3.2,2.51,Yes,Offline,Good,Good,No,3,Low,5.4,A
